id	preposition index	preposition	hyp governor index	hyp governor	gold governor index	gold governor	sentence
3036033157_2	14	across	13	walks	13	walks	A black and white dog with a blue dog toy in its mouth walks across a grassy yard .
3036033157_2	5	with	4	dog	4	dog	A black and white dog with a blue dog toy in its mouth walks across a grassy yard .
3036033157_1	10	through	6	carrying	6	carrying	A black and white dog is carrying a blue ball through the yard of a house in a tropical location .
3036261575_1	2	with	1	man	1	man	A man with a black suit and a woman in a white dress holding red flowers and her marriage certificate got married .
3036261575_2	6	in	5	standing	5	standing	A man and a woman standing in a chapel with their marriage license .
3036650701_1	19	from	18	samples	15	look	A young girl is instructed by her father on how to use the microscope to look at the samples from their field trip .
3036894037_2	4	by	1	commandos	1	commandos	Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs .
3036971334_4	2	by	1	stand	1	stand	People stand by a rocky cliff with water below .
3036971334_1	7	into	3	jumping	3	jumping	A man is jumping off a rock into a pool of water while three others watch .
3037108254_2	14	with	13	pose	13	pose	A man in a black tuxedo and a woman in a wedding dress pose with a bouquet of orange and red roses .
3037108254_1	26	in	25	dressed	25	dressed	A woman dressed in a white dress and holding a bouquet of pink roses , placing a rose stem on the lapel of a man dressed in a dark blue dinner jacket and white tie .
3037108254_2	2	in	1	man	1	man	A man in a black tuxedo and a woman in a wedding dress pose with a bouquet of orange and red roses .
3037108254_4	9	with	8	smiling	8	smiling	A woman and a man dresses up and smiling with a bouquet of flowers between them .
3037283097_2	11	in	10	woman	10	woman	Two indian men are dancing in suits with an indian woman in a colorful dress behind them by a brick wall .
3037283097_2	17	by	10	woman	10	woman	Two indian men are dancing in suits with an indian woman in a colorful dress behind them by a brick wall .
3037283097_1	2	of	1	front	1	front	In front of a brick wall , an Indian man is playfully kicking at another man with an Indian woman spectating in the background .
3037377051_1	22	in the middle of	20	take	20	take	A group of boaters in a village fish in collection of meat to feast a large group festival which will take place in the middle of these beautiful green mountains , along side of this lake .
3037377051_1	28	along	20	take	20	take	A group of boaters in a village fish in collection of meat to feast a large group festival which will take place in the middle of these beautiful green mountains , along side of this lake .
3037377051_5	10	along	3	steering	9	pole	A man is steering a ship with a long pole along a tree-lined river .
3038045802_3	10	near	2	doing	9	ramp	A skier doing a high jump from a snowy ramp near a mountain range .
3038045802_3	6	from	2	doing	5	jump	A skier doing a high jump from a snowy ramp near a mountain range .
3038045802_1	10	from	8	taken	8	taken	a snowboarder is up in the air having taken off from a big jump in a tournament .
3038182236_5	4	in	1	working	1	working	Girl working on laptop in a coffee shop .
3038755837_2	3	in	2	man	2	man	An older man in a brown suit rests on a bench by the water .
3038755837_2	8	on	7	rests	7	rests	An older man in a brown suit rests on a bench by the water .
3038952914_3	4	into	2	looking	2	looking	Four people looking off into the distance with binoculars .
3038952914_1	5	into	4	look	4	look	Four men with binoculars look into the distance against a blue sky with wisps of white clouds .
3038952914_1	8	against	4	look	7	distance	Four men with binoculars look into the distance against a blue sky with wisps of white clouds .
3039099054_2	21	in	20	gather	20	gather	A young girl looks on in to the camera , as a group of people , possibly a family , gather in a backyard .
3039099054_3	4	outside	1	group	3	people	A group of people outside , a girl in white and 2 guys facing forward .
3039099054_4	6	near	2	stand	5	yard	Young people stand in a yard near a mailbox .
3039133846_2	6	over	5	jumping	5	jumping	White man in white shirt jumping over rail with women behind him .
3039200576_2	5	down	3	walk	3	walk	Two young girls walk together down a street in front of a gas station .
3039200576_2	8	in front of	3	walk	3	walk	Two young girls walk together down a street in front of a gas station .
3039214579_1	12	near	7	walking	11	bicycle	A man in a yellow helmet is walking with a yellow bicycle near a group of protesters .
3040033126_3	4	into	3	leaps	3	leaps	A brown dog leaps into water from a rock .
3040033126_1	6	into	3	taking	3	taking	A dog is taking a dive into a body of water .
3040033126_3	6	from	3	leaps	3	leaps	A brown dog leaps into water from a rock .
3040287071_3	4	out of	1	build	1	build	Children build a fort out of a giant pile of logs and sticks .
3040699634_1	13	underneath	8	lying	8	lying	A man in jeans and a t-shirt is lying on the ground , underneath the back of the vehicle , fixing something .
3040999637_2	9	in	8	is	8	is	A man with dark hair and brown skin is in a dark room with his hands on some equipment .
3041262779_1	9	during	2	stroll	2	stroll	Two mothers stroll their children in the park , during the beginning of Autumn .
3041262779_4	5	through	2	walking	2	walking	two people walking with strollers through a park .
3041642723_1	17	by	16	pet	15	being	A group of people stand on the porch of a house while a dog is being pet by a girl .
3041642723_3	7	around	3	gathered	3	gathered	Young teens are gathered on a porch around a dog on a cool day .
3042173467_2	6	over	5	look	5	look	Two women wearing bare-back dresses look over their shoulder for a picture .
3042173467_2	9	for	5	look	8	shoulder	Two women wearing bare-back dresses look over their shoulder for a picture .
3042405316_1	12	into	11	jumping	11	jumping	A girl in a blue sweater with a white pattern is jumping into a pile of leaves .
3042405316_1	2	in	1	girl	1	girl	A girl in a blue sweater with a white pattern is jumping into a pile of leaves .
3042405316_4	4	into	3	jumping	3	jumping	A girl is jumping into a pile of leaves .
3042405316_5	4	into	3	jumping	3	jumping	A girl is jumping into a pile of leaves .
3042405316_2	5	into	4	diving	4	diving	A young girl is diving into a pile of brown leaves in the yard .
3042405316_3	6	into	5	diving	5	diving	A girl in a sweater diving into a pile of leaves .
3042484940_5	3	for	2	pose	2	pose	Two men pose for a picture on a camera phone .
3042488474_2	10	in	7	facing	7	facing	Two men with sunglasses on their heads facing each other in a crowd .
3042679440_1	10	across	9	walking	9	walking	A brightly lit urban street with lots of people walking across a street .
3043051537_1	17	on	16	sits	16	sits	A man wearing blue jeans , a striped shirt , a ball cap , and headphones sits on a bench on a public street , possibly waiting for a bus .
3043051537_1	27	for	26	waiting	26	waiting	A man wearing blue jeans , a striped shirt , a ball cap , and headphones sits on a bench on a public street , possibly waiting for a bus .
3043051537_4	4	on	3	sits	3	sits	An older man sits on a bench at the bus stop .
3043051537_2	5	on	4	sitting	4	sitting	A black man is sitting on a bench in front of a public transit map .
3043510721_2	12	with	11	vest	4	pink	A man in a pink and white pinstriped shirt and brown vest with a colorful design playing a clarinet .
3043904009_2	3	inside	2	stand	2	stand	Two men stand inside an enclosed area with multiple computers present .
3044125918_2	7	next to	2	reading	4	piece	a man reading a piece of paper next to stored pork .
3044359043_4	3	across	2	walks	2	walks	A dog walks across a puddle of water in Las Vegas .
3044359043_5	6	into	2	jumping	2	jumping	A dog jumping off a dock into a pool of water .
3044359043_4	8	in	2	walks	5	puddle	A dog walks across a puddle of water in Las Vegas .
3044359043_3	4	into	3	jumping	3	jumping	A dog is jumping into a pool for a swim competition .
3044359043_3	7	for	3	jumping	6	pool	A dog is jumping into a pool for a swim competition .
3044500219_4	6	for	5	pose	5	pose	Four girls in evening attire pose for a picture .
3044536048_2	10	onto	9	holding	9	holding	A person on a surfboard in the waves , holding onto a tether .
3044745642_3	5	near	0	People	4	shelter	People in a tent shelter near the bottom of stairs .
3044745642_4	6	near	2	are	5	tent	Two people are in a tent near a brick wall .
3044745642_5	5	near	4	tent	4	tent	Two people in a tent near a rock wall .
3045509198_2	12	out of	11	drinking	11	drinking	A man with a pencil behind his ear and a guy drinking out of a mug have a conversation in a living room .
3045509198_2	5	behind	4	pencil	4	pencil	A man with a pencil behind his ear and a guy drinking out of a mug have a conversation in a living room .
3045769443_4	2	in	1	man	1	man	A man in a black hat looking at pictures with another man .
3046126634_1	18	across	17	holding	17	holding	A lady with a striped shirt is about to give a bath to a baby she is holding across her lap , in front of a little blue bathtub .
3046259614_2	13	over	12	stands	12	stands	A man wearing a long white robe and a white cap , stands over a group of seated people .
3046286572_4	6	on	3	doing	3	doing	The man is doing a trick on a bike in midair .
3046312861_2	2	from	1	gymnast	1	gymnast	A gymnast from Georgia trains on the unparalleled bars with her coach or trainer .
3046431231_2	7	from	6	characters	6	characters	A group of women dressed as characters from star treck .
3047144646_1	11	beside	3	standing	3	standing	Five people are standing with three dogs in the green field beside the road .
3047787482_3	3	for	2	jumping	2	jumping	5 Asians jumping for a picture in front of some totem poles .
3047788420_4	4	on	3	sits	3	sits	a old woman sits on a bench next to her cane .
3047788420_4	7	next to	3	sits	3	sits	a old woman sits on a bench next to her cane .
3048071554_2	11	into	10	singing	10	singing	A young man in a yellow shirt with a guitar singing into a microphone while another plays his guitar .
3048071554_2	7	with	2	man	6	shirt	A young man in a yellow shirt with a guitar singing into a microphone while another plays his guitar .
3048211972_3	7	through	4	making	4	making	A brown dog is making its way through a pile of junk .
3048211972_1	9	with	5	walking	8	debris	A brown and white dog walking on concrete debris with a gravel pile in the background .
3048380686_2	10	during	2	blocking	2	blocking	A goalie blocking the goal with assistance from a teammate during a hockey game .
3048380686_2	7	from	2	blocking	2	blocking	A goalie blocking the goal with assistance from a teammate during a hockey game .
3048380686_4	4	for	3	shooting	3	shooting	A hockey player shooting for a goal in a professional game .
3048461682_4	3	over	2	runs	2	runs	A dog runs over a stick in the leaves .
3048597471_5	6	with	2	wading	2	wading	A dog wading in the water with a ball in his mouth .
3048597471_3	5	through	4	swimming	4	swimming	A brown dog is swimming through water with an orange ball in its mouth .
3049092854_5	6	near	2	kayaking	5	ocean	Two men kayaking on the ocean near the shore while they fish .
3049092854_4	4	across	3	kayaking	3	kayaking	Two people are kayaking across the water in front of a cloudy sky .
3049092854_4	7	in front of	3	kayaking	3	kayaking	Two people are kayaking across the water in front of a cloudy sky .
3049092854_1	10	on	8	come	8	come	Two separate people in small boats trying to come ashore on a beach as the sun either sets or rises .
3049191866_3	12	in	11	person	8	looking	A man in a long brown coat is looking at another person in a bright yellow jacket .
3049191866_1	2	in	1	man	1	man	A man in a brown trench coat and cowboy boots speaking with a man in a neon yellow jacket .
3049617203_2	13	down	10	riding	12	bicycle	Man wearing a red , black , and white jacket riding a bicycle down a paved path in a park .
3049770416_2	3	into	2	sings	2	sings	A man sings into a microphone in front of a green light .
3049770416_2	6	in front of	2	sings	2	sings	A man sings into a microphone in front of a green light .
3049770416_3	6	into	5	sings	5	sings	A man in a shirt sings into a microphone on stage .
3050114829_2	3	through	2	surfing	2	surfing	A person surfing through a crashing wave in the ocean .
3050264832_4	7	in front of	3	standing	3	standing	A boy is standing on a snowboard in front of a crowd .
3050523266_1	14	over	13	paper	10	sleeps	A couple sits on a park bench while a man sleeps with a paper over his face on the bench next to them .
3050523266_2	6	on	5	lying	5	lying	A person in red is lying on a bench in a park , and two couples sit on other benches together .
3050860568_3	7	out of	4	builds	4	builds	Man at the beach builds a face out of sand .
3051015087_2	6	with	2	is	2	is	A man is in the pool with a child floating in a life vest .
3051015087_3	6	with	2	swims	2	swims	A man swims in the pool with a child in a life jacket .
3051082548_1	16	by	15	chased	15	chased	A child runs with a racket and a tennis ball in a field while being chased by a golden retriever and a young boy .
3051082548_4	7	through	6	running	6	running	These two children and dog are running through a field of grass .
3051125715_3	2	against	1	crashing	1	crashing	Waves crashing against rocks with seagulls flying over .
3051744372_1	10	next to	6	jumping	6	jumping	A girl with a ponytail is jumping in the air next to a large body of water and some rocks .
3051754615_4	4	in	1	group	3	men	A group of men in a canoe paddle down a river .
3051754615_4	8	down	7	paddle	7	paddle	A group of men in a canoe paddle down a river .
3051972592_1	16	on	15	placed	15	placed	A male soldier in green military fatigues , inspecting an old , metal weapon , placed on a bed of grass .
3052104757_3	6	above	2	truck	5	air	A monster truck in the air above demolished cars .
3052104757_4	4	into	3	soars	3	soars	A monster truck soars into the air at an arena .
3052412278_4	12	during	11	jumps	11	jumps	A boy stands as a girl on each side of him jumps during autumn in the wilderness .
3052435954_2	11	against	10	leaning	10	leaning	A just married Asian couple are wearing wedding attire and leaning against a lamp post on a boardwalk .
3052435954_1	21	in	20	dressed	20	dressed	A bride dressed in white dress with white shoes , holding a bouquet of roses , and a groom is dressed in a dark blue tuxedo ; both are standing against a blue lamp post .
3052435954_1	30	against	29	standing	29	standing	A bride dressed in white dress with white shoes , holding a bouquet of roses , and a groom is dressed in a dark blue tuxedo ; both are standing against a blue lamp post .
3052435954_2	15	on	6	wearing	14	post	A just married Asian couple are wearing wedding attire and leaning against a lamp post on a boardwalk .
3052709425_1	10	beside	9	standing	9	standing	An older man in business attire in Asia is standing beside a taxi taking a smoke break .
3052709425_1	6	in	2	man	5	attire	An older man in business attire in Asia is standing beside a taxi taking a smoke break .
3053000489_3	7	near	6	relaxing	6	relaxing	Three people of various ages are relaxing near a log in a grassy area .
3053000489_1	12	near	7	resting	7	resting	Two women and a little girl are resting with food and drink near a log in a grassy field under flowering trees .
3053000489_1	19	under	7	resting	7	resting	Two women and a little girl are resting with food and drink near a log in a grassy field under flowering trees .
3053743109_2	9	for	5	jump	5	jump	A group of basketball players jump in the air for the ball .
3053785363_1	9	around	5	scrambling	5	scrambling	five female hockey players are scrambling for the ball around the goal mouth .
3053785363_1	6	for	5	scrambling	5	scrambling	five female hockey players are scrambling for the ball around the goal mouth .
3053791069_1	15	over	14	thrown	14	thrown	A man in a coat and coveralls is tying a rope that has been thrown over the side of a boat .
3053791069_1	18	of	17	side	17	side	A man in a coat and coveralls is tying a rope that has been thrown over the side of a boat .
3053791069_1	2	in	1	man	1	man	A man in a coat and coveralls is tying a rope that has been thrown over the side of a boat .
3053791069_5	6	on	1	man	5	gear	A man in yellow rain gear on a boat .
3053813297_1	11	onto	10	holding	10	holding	An elderly man and woman are sitting on lawn chairs holding onto the leash of a brown dog .
3053813297_1	14	of	13	leash	13	leash	An elderly man and woman are sitting on lawn chairs holding onto the leash of a brown dog .
3053813297_3	5	with	1	people	4	park	Some people in a park with a dog and folding chairs .
3053813297_5	7	with	1	sit	6	park	People sit in chairs at a park with a dog .
3053813297_2	10	with	3	sitting	9	grass	A heavyset couple sitting in lawn chairs on the grass with a brown dog at their feet .
3054192830_1	3	through	2	flying	2	flying	A skateboarder flying through the air from a ramp with a yellow wind sock in the background .
3054192830_1	6	from	2	flying	2	flying	A skateboarder flying through the air from a ramp with a yellow wind sock in the background .
3054659074_2	6	in	5	woman	5	woman	A man watching as one woman in a brown coat is talking to another woman in a gray coat .
3054659074_4	11	in	7	talking	7	talking	Two elderly ladies and a gentleman are talking on the street in Europe .
3054659074_1	12	in	8	talking	8	talking	Two older women , one on a bicycle talking in front of a sign in a city with an older gentleman looking on .
3054882305_4	2	for	1	posing	1	posing	Students posing for their year book on there last field trip .
3054882305_1	4	with	1	group	3	people	Large group of people with 2 women in the front , one in a yellow shirt and a skirt and the other in a red shirt and white shorts .
3054882305_5	3	for	2	pose	2	pose	Three females pose for the camera in a busy street .
3054882305_5	6	in	2	pose	2	pose	Three females pose for the camera in a busy street .
3054997030_1	8	down	7	stripes	7	stripes	A boy in blue shorts with yellow stripes down the sides is leaping .
3055716848_2	7	on the top of	2	jumps	2	jumps	A man jumps off of his skateboard on the top of a cement ramp .
3056302029_4	4	on	3	sitting	3	sitting	Two people are sitting on a bench in front of a building .
3056302029_4	7	in front of	3	sitting	3	sitting	Two people are sitting on a bench in front of a building .
3056464479_1	7	with	6	man	6	man	There is a silhouette of a man with a backpack and German Shepard in the snow .
3056532716_2	6	from	5	hanging	5	hanging	A male gymnast in white hanging from bars .
3056595980_4	4	on	3	sitting	3	sitting	Three people are sitting on a bench in front of a body of water .
3057497487_1	10	from	9	hangs	9	hangs	A woman is sitting in a white bi-plane that hangs from the roof of an air museum .
3057497487_3	4	from	3	hanging	3	hanging	The plane is hanging from the ceiling in the museum .
3057618932_1	6	down	3	attempting	3	attempting	A bicyclist is attempting a trick down a flight of outdoor stairs .
3058247259_3	10	on	9	working	9	working	A man in a black shirt and jeans is working on a blue piece of fabric .
3058247259_3	2	in	1	man	1	man	A man in a black shirt and jeans is working on a blue piece of fabric .
3058247259_2	3	on	2	sitting	2	sitting	A man sitting on a bed focusing on something on his lap with a wall full of paper butterflies behind him .
3058439373_2	8	in	4	stand	7	something	A crowd of people stand looking at something in a European courtyard .
3058501559_1	5	with	4	dog	4	dog	A cute little brown dog with a curly tail , dressed in sweater and hat , stands in the shade of a rainbow-striped beach chair , his chew bone laying nearby .
3060519665_3	3	around	2	stand	2	stand	Three kids stand around a red apparatus on two tires .
3060537675_3	8	in the middle of	4	sitting	4	sitting	A young boy is sitting on a skateboard in the middle of the street .
3060537675_1	12	in the middle of	8	sits	2	child	A young child with no shirt and flip-flops sits on a skateboard in the middle of a street .
3060666355_2	2	in	1	woman	1	woman	A woman in a bright red dress is talking on the phone at the top of an escalator .
3060666355_2	12	at the top of	8	talking	8	talking	A woman in a bright red dress is talking on the phone at the top of an escalator .
3060969260_2	9	with	8	running	8	running	Two people with bicycles , one in front running with a bike and one in back riding .
3061422245_3	6	with	2	walking	5	road	A man walking down the road with a bunch of bags .
3061884351_3	8	in	1	man	7	park	young man inline skating at a skate park in a blue shirt with a white helmet .
3062173277_2	13	with	12	person	12	person	Several people are rowing a boat while being cheered on by a person with a drum .
3062173277_2	10	by	8	cheered	8	cheered	Several people are rowing a boat while being cheered on by a person with a drum .
3062433945_2	8	next to	7	sitting	7	sitting	A man holds a large tool while sitting next to a table with two beers .
3062582231_4	4	next to	3	sits	3	sits	A young boy sits next to a display of flip-flop shoes .
3062582231_2	9	next to	8	sitting	8	sitting	A young dark-skinned boy in a large shirt sitting next to a large pile of sandals .
3063054647_3	3	down	2	walk	2	walk	Two kids walk down a wood path in a heavily wooded area .
3063054647_4	7	through	2	walking	2	walking	Two children walking on a wooden path through the woods .
3063544435_1	14	in	11	group	8	shore	Very blue water with skyscraper buildings on the shore and a group of people in a canoes with paddles .
3063544435_4	8	near	4	rowing	7	boat	A group of people rowing in a boat near a city .
3064097919_2	6	at the top of	3	doing	3	doing	A skateboarder is doing a trick at the top of a ramp while another person watches .
3064436138_2	4	in	2	protester	9	is	A male protester , in a blue shirt , is laying on the ground while an officer talks to him .
3064437860_3	7	with	1	standing	1	standing	Man standing on car grabbing his crotch with a group of protesters .
3064443326_4	6	over	5	bandanna	5	bandanna	A man with a red bandanna over his face looks on as police stand in the background wearing riot gear .
3064443326_1	7	over	6	handkerchief	6	handkerchief	A young man with a red handkerchief over his face is the main focus , while people wearing protective security armor are in the background .
3064578434_1	3	in	2	child	2	child	A small child in a coat is running through some dead leaves on the ground next to a road .
3064578434_1	15	next to	7	running	7	running	A small child in a coat is running through some dead leaves on the ground next to a road .
3064578434_1	8	through	7	running	7	running	A small child in a coat is running through some dead leaves on the ground next to a road .
3064716525_1	10	at	5	jumping	5	jumping	A black and white dog jumping over a steeple vault at a competition .
3064716525_1	6	over	5	jumping	5	jumping	A black and white dog jumping over a steeple vault at a competition .
3065082909_1	19	by	18	led	18	led	A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign .
3065207901_3	12	with	10	cleaning	11	shoes	A girl is sitting on a bench in front of a bike cleaning shoes with a brush .
3065207901_1	11	with	3	sits	10	shoe	A young girl sits on a wooden bench holding a shoe with a blue bike in the foreground .
3065207901_3	4	on	3	sitting	3	sitting	A girl is sitting on a bench in front of a bike cleaning shoes with a brush .
3065207901_4	5	on	4	sitting	4	sitting	A young girl is sitting on a bench near a tree , polishing a shoe .
3065207901_4	8	near	4	sitting	7	bench	A young girl is sitting on a bench near a tree , polishing a shoe .
3065468339_4	4	into	3	looks	3	looks	A black dog looks into a pool of water .
3065468339_1	6	near	3	sniffing	5	ground	A black dog sniffing the ground near a body of water .
3065589373_4	4	aboard	0	Men	7	are	Men in red hats aboard a ship are preparing food .
3065589373_3	4	from	2	getting	2	getting	People are getting food from a food stand by the water .
3066338314_1	5	from	3	leaning	3	leaning	A smiling man leaning back from a table with an ashtray on top .
3066491113_3	6	like	7	object	3	carrying	A brown dog carrying a Frisbee like object in its mouth .
3067467271_2	11	of	10	lobby	10	lobby	A group of older men sit and stand in the lobby of a building .
3067971348_4	7	on	6	woman	6	woman	A stop action picture of a woman on a bicycle .
3068680698_3	11	toward	9	making	10	faces	Group of children , three boys , one girl making faces toward camera .
3068735836_1	12	by	11	watched	11	watched	A man is pulling a wheelie on a motorcycle whilst being watched by a group of people .
3068966816_1	11	under	10	blond	2	are	Three children are in a tent , with the two blond under a bright magenta blanket , and the brown-haired child looking at the camera .
3069216757_3	10	into	7	throws	7	throws	A girl wearing a pink striped shirt throws her arms into the air .
3069217945_1	11	towards	10	look	10	look	Three people standing in front of a mountain with backpacks and hats look towards the camera .
3069514336_1	3	in	2	man	2	man	A black man in a blue shirt holds a metal bar against a concrete block with his foot as he cuts it .
3069514336_1	11	against	7	holds	10	bar	A black man in a blue shirt holds a metal bar against a concrete block with his foot as he cuts it .
3069837790_2	9	out of	8	walks	8	walks	An old woman in a long white skirt walks out of a shop on a stone road .
3070031806_2	10	with	3	standing	3	standing	A man is standing at the shoreline on the beach with 4 dogs .
3070159791_4	2	with	1	man	1	man	The man with a blue pair of shorts is rowing .
3070159791_2	7	towards	3	rowing	3	rowing	A man is rowing a large canoe towards a group of children in the water .
3070274658_1	4	around	3	sitting	3	sitting	Three men are sitting around a bonfire at night with a table of drinks beside them .
3070274658_2	5	around	4	sitting	4	sitting	Three older men are sitting around a campfire at night .
3070609314_1	16	near	12	squats	15	ground	A young man dressed in a red polo shirt and khaki pants squats on the ground near a pole .
3070609314_2	3	past	2	walking	2	walking	People are walking past a young man in a red shirt and khaki shorts .
3070713991_4	2	with	1	child	1	child	A child with a helmet jumps over a pile of old tires .
3070713991_4	6	over	5	jumps	5	jumps	A child with a helmet jumps over a pile of old tires .
3070739413_1	3	in	2	driver	2	driver	A truck driver in a blue shirt sits in the cab of his big rig with the doors open .
3072074170_3	2	in	1	man	1	man	A man in a brown shirt is balancing on one hand in a grassy field .
3072074170_1	3	in	2	man	2	man	A bearded man in a brown button down shirt and plaid shorts is standing on one hand in the grass .
3072074170_1	7	down	6	button	6	button	A bearded man in a brown button down shirt and plaid shorts is standing on one hand in the grass .
3072114570_1	10	in	9	brother	9	brother	A boy on a bicycle rides with his little brother in a child ' s seat , which is tipping .
3072114570_1	2	on	1	boy	1	boy	A boy on a bicycle rides with his little brother in a child ' s seat , which is tipping .
3072114570_3	11	through	3	riding	3	riding	two young children riding on a bike down a dirt road through a puddle .
3072114570_3	4	on	3	riding	3	riding	two young children riding on a bike down a dirt road through a puddle .
3072114570_3	7	down	3	riding	6	bike	two young children riding on a bike down a dirt road through a puddle .
3072114570_4	6	through	5	bikes	4	ride	Two boys with backpacks ride bikes through a puddle on the road .
3072172967_1	13	by	12	defended	12	defended	A player from the white and green highschool team dribbles down court defended by a player from the other team .
3072172967_1	16	from	12	defended	12	defended	A player from the white and green highschool team dribbles down court defended by a player from the other team .
3072172967_1	2	from	1	player	1	player	A player from the white and green highschool team dribbles down court defended by a player from the other team .
3072611047_3	3	into	2	jumping	2	jumping	Two children jumping into a body of water .
3072611047_5	3	into	2	diving	2	diving	Two people diving into a body of water .
3072611047_2	7	into	3	diving	3	diving	Two children are diving side by side into a river .
3072650525_2	17	with	13	walking	16	sidewalk	A little girl wearing a blue shirt and carrying an orange lunchbox is walking up the sidewalk with a group of other children behind her .
3072650525_5	2	in	1	girl	1	girl	A girl in a blue shirt with a lunch box is walking .
3072673694_1	11	in	6	leaning	10	fence	A group of young adults are leaning against a metal fence in a dark place , possibly a concert .
3072673694_1	7	against	6	leaning	6	leaning	A group of young adults are leaning against a metal fence in a dark place , possibly a concert .
3072730593_5	2	with	1	woman	1	woman	A woman with a feather on her hat .
3072938154_2	6	next to	2	driving	9	talks	A man driving a yellow train next to a highway talks on his cellphone .
3072938154_1	6	up to	3	holds	3	holds	A bus driver holds his hand up to his face while driving on a major road in the evening .
3074265400_2	4	around	3	standing	3	standing	A crowd is standing around a building with three flags in front of it .
3074265400_4	5	in front of	4	are	4	are	A group of people are in front of a building with flags .
3074617663_2	5	out	4	tongue	1	dog	A dog with its tongue out sits over a hole in the sand .
3074617663_2	7	over	6	sits	1	dog	A dog with its tongue out sits over a hole in the sand .
3074842262_1	2	in	1	kid	1	kid	A kid in a blue top leaps into a raked pile of leaves in front of trees .
3074842262_2	2	with	1	boy	1	boy	A boy with blue shirt kicking off dead leaves from a pile of leaves .
3074842262_5	3	through	2	kicks	2	kicks	A boy kicks through a pile of leaves .
3074842262_2	9	from	5	kicking	5	kicking	A boy with blue shirt kicking off dead leaves from a pile of leaves .
3074842262_1	7	into	6	leaps	1	kid	A kid in a blue top leaps into a raked pile of leaves in front of trees .
3074842262_4	7	through	6	running	6	running	A little boy in blue is running through a pile of brown leaves .
3075749639_3	8	near	4	gathered	7	sidewalk	A crowd of people gathered on a sidewalk near a large Christmas tree and speakers .
3076052114_2	3	across	2	running	2	running	Two dogs running across a green field with two white animals in the background .
3076052114_1	8	along	7	run	7	run	Two black , brown and white dogs run along the countryside with white sheep in the background .
3076054193_1	11	away from	10	walk	10	walk	The backs of a woman and her dog as they walk away from the camera with the dog on a red leash and her in a green tank top .
3076446026_1	11	on top of	10	standing	10	standing	One man walking next to a building , with another man standing on top of that same building .
3076446026_1	3	next to	2	walking	2	walking	One man walking next to a building , with another man standing on top of that same building .
3076446026_2	7	from	5	looks	5	looks	A young man in shorts looks down from a rooftop at a young man on the ground walking away .
3076585010_1	19	by	18	held	18	held	A crowd of people somewhere in a city where it is dark , there is a child being held by a man in a black shirt and they are standing beside a person holding a poster sign .
3076585010_1	22	in	21	man	18	held	A crowd of people somewhere in a city where it is dark , there is a child being held by a man in a black shirt and they are standing beside a person holding a poster sign .
3076585010_1	30	beside	29	standing	29	standing	A crowd of people somewhere in a city where it is dark , there is a child being held by a man in a black shirt and they are standing beside a person holding a poster sign .
3076585010_1	5	in	4	somewhere	1	crowd	A crowd of people somewhere in a city where it is dark , there is a child being held by a man in a black shirt and they are standing beside a person holding a poster sign .
3076928208_1	13	in front of	5	jumping	4	dog	A black and tan dog jumping in the air in a grassy area in front of a fence .
3076928208_2	7	off	6	paws	3	dog	Black and tan dog with all paws off ground and yellow object in mouth .
3077166963_1	8	over	3	stands	7	branch	A young woman stands on a tree branch over a river taking a picture of buffalo .
3077185981_2	10	with	2	works	9	building	A man works on the roof of an ornate building with a cup and brush .
3077185981_4	7	behind	2	sits	6	platform	A man sits on a raised platform behind a decorative arch .
3078084729_3	10	under	5	walk	5	walk	A line of construction workers walk along a train track under an overpass .
3078084729_3	6	along	5	walk	5	walk	A line of construction workers walk along a train track under an overpass .
3078402009_2	13	into	9	pass	9	pass	A basketball player in a white jersey prepares to pass the ball back into play during a game .
3078402009_2	15	during	7	prepares	9	pass	A basketball player in a white jersey prepares to pass the ball back into play during a game .
3079340229_1	11	by	10	stands	2	man	A young man in a gray tee-shirt and gray sweatpants stands by a metal tiered shelf in an industrial kitchen , holding the top edge of the metal structure , with one leg resting on the knee of the other leg .
3079341641_2	3	through	2	race	2	race	Two sisters race through the hallways in the house .
3081182021_2	11	with	2	jumps	10	ramp	A man jumps high in the air above a wooden ramp with a bicycle .
3081182021_2	7	above	2	jumps	2	jumps	A man jumps high in the air above a wooden ramp with a bicycle .
3081182021_3	4	into	3	jumping	3	jumping	a bike rider jumping into the air over a wooden ramp .
3081182021_3	7	over	3	jumping	3	jumping	a bike rider jumping into the air over a wooden ramp .
3082474922_4	6	through	3	pushing	3	pushing	A boy is pushing a sledge through the snow at night .
3082934678_3	8	down	4	running	7	side	Two yellow dogs are running side by side down a road .
3082997532_2	15	under	14	placed	14	placed	A restaurant employee wearing a red coca cola shirt is preparing food to be placed under the hot lamps in a buffet line .
3082997532_2	19	in	14	placed	18	lamps	A restaurant employee wearing a red coca cola shirt is preparing food to be placed under the hot lamps in a buffet line .
3083847439_2	7	above	2	holding	4	types	People are holding various types of drumsticks above different kinds of drums .
3084010872_2	6	for	5	posing	5	posing	A woman and man are posing for a picture against a pink wall .
3084010872_2	9	against	5	posing	8	picture	A woman and man are posing for a picture against a pink wall .
3084018061_2	3	in	2	stand	2	stand	Three men stand in a bar with a purple counter .
